brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age,mileage_per_year,engine_liters
Subaru,BRZ Limited,2022.0,10500.0,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,–,False,True,32500.0,3.0,3500.0,2.4
Chevrolet,Malibu LT,2018.0,53100.0,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,False,True,17500.0,7.0,7585.714285714285,1.5
Ford,Focus SEL,2017.0,80134.0,E85 Flex Fuel,2.0L I4 16V GDI DOHC Flexible Fuel,6-Speed Automatic with Auto-Shift,White,Charcoal Black,False,True,13895.0,8.0,10016.75,2.0
Nissan,Rogue Sport S,2021.0,24000.0,Gasoline,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,False,True,25500.0,4.0,6000.0,2.0
Volvo,C70 T5,2006.0,61000.0,Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,False,True,10299.0,19.0,3210.5263157894738,2.5
Lincoln,Nautilus Reserve,2021.0,19700.0,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,48000.0,4.0,4925.0,2.7
Mercedes-Benz,AMG GT Base,2018.0,28182.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Brown,False,True,84500.0,7.0,4026.0,4.0
Ford,Mustang EcoBoost Premium,2017.0,59500.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,21000.0,8.0,7437.5,2.3
Ford,Ranger XLT,1999.0,115402.0,E85 Flex Fuel,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,Gold,Beige,False,True,8000.0,26.0,4438.538461538462,3.0
GMC,Yukon SLT,2018.0,85500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,35899.0,7.0,12214.285714285714,5.3
RAM,2500 Big Horn,2020.0,51000.0,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,False,True,44900.0,5.0,10200.0,6.4
Tesla,Model Y Performance,2021.0,17500.0,,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,False,True,45000.0,4.0,4375.0,
Lexus,ES 350 Base,2011.0,132000.0,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,False,True,9999.0,14.0,9428.57142857143,3.5
Jeep,Wrangler Rubicon Hard Rock,2016.0,67882.0,Gasoline,3.6 Liter,Automatic,White,Black,False,False,32798.0,9.0,7542.444444444444,3.6
Volvo,XC90 T6 Momentum,2018.0,62000.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,False,True,30500.0,7.0,8857.142857142857,2.0
Porsche,911 R,2016.0,12454.0,Gasoline,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Purple,Black,False,True,210000.0,9.0,1383.7777777777778,4.0
BMW,M6 Gran Coupe Base,2017.0,27965.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Green,Black,False,True,58000.0,8.0,3495.625,4.4
Cadillac,Escalade ESV Platinum Edition,2013.0,119000.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,False,False,20500.0,12.0,9916.666666666666,6.2
BMW,X5 xDrive35i,2018.0,48000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,32000.0,7.0,6857.142857142857,3.0
BMW,X5 xDrive40i,2020.0,5541.0,Gasoline,3.0 Liter Turbo,Automatic,White,Black,False,False,56598.0,5.0,1108.2,3.0
Mitsubishi,Outlander SEL,2018.0,29000.0,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,False,True,19500.0,7.0,4142.857142857143,2.4
Dodge,Ram 1500 ST,2010.0,131100.0,E85 Flex Fuel,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,False,True,12995.0,15.0,8740.0,4.7
Subaru,Impreza 2.0i,2015.0,102242.0,Gasoline,"2L H-4 DOHC, variable valve control, regular unleaded, engine wi",Manual,Quartz Blue Pearl,Black,False,False,11498.0,10.0,10224.2,2.0
Mercedes-Benz,Maybach S S 600,2016.0,18069.0,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,79999.0,9.0,2007.6666666666667,6.0
Kia,Sportage LX,2023.0,13000.0,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,31900.0,2.0,6500.0,2.5
Porsche,911 Turbo Cabriolet,2008.0,51000.0,Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,False,True,69500.0,17.0,3000.0,3.6
Hummer,H3 Base,2007.0,137333.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Black,False,True,10000.0,18.0,7629.611111111111,3.7
Buick,LaCrosse Leather,2014.0,125559.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,11200.0,11.0,11414.454545454546,3.6
Chevrolet,Silverado 1500 High Country,2020.0,88161.0,Gasoline,6.2L V8 16V GDI OHV,Automatic,Iridescent Pearl Tricoat,Jet Black,False,True,48889.0,5.0,17632.2,6.2
Toyota,4Runner SR5,2016.0,101900.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,False,True,29000.0,9.0,11322.222222222223,4.0
Cadillac,Escalade ESV Luxury,2015.0,159500.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,18800.0,10.0,15950.0,6.2
Subaru,Legacy 2.5i Premium,2015.0,68860.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Beige,False,True,15000.0,10.0,6886.0,2.5
Tesla,Model 3 Long Range,2018.0,43000.0,,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,False,True,30499.0,7.0,6142.857142857143,
Ford,Expedition EL XLT,2017.0,182000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,16500.0,8.0,22750.0,3.5
Tesla,Model Y Long Range,2022.0,21404.0,,425.0HP Electric Motor Electric Fuel System,A/T,White,White,False,True,49500.0,3.0,7134.666666666667,
Ford,Expedition EL Limited,2017.0,81000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,27000.0,8.0,10125.0,3.5
Chevrolet,Silverado 1500 LTZ,2021.0,62257.0,Gasoline,5.3L V8 16V GDI OHV,8-Speed Automatic,Satin Steel Metallic,Gideon,False,False,42590.0,4.0,15564.25,5.3
BMW,X5 xDrive40e,2016.0,91798.0,Hybrid,Electric,Automatic,Alpine White,Black,False,False,22998.0,9.0,10199.777777777777,
BMW,335 is,2011.0,82000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,False,True,20000.0,14.0,5857.142857142857,3.0
Ford,F-150 XLT,2012.0,207100.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Gray,False,True,15000.0,13.0,15930.76923076923,3.5
Land,Rover Range Rover Sport P400 SE Dynamic,2023.0,450.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Black,False,True,124000.0,2.0,225.0,3.0
Porsche,Panamera Edition,2016.0,77945.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,False,True,30000.0,9.0,8660.555555555555,3.6
Kia,Sorento Plug-In Hybrid SX,2022.0,15583.0,Hybrid,1.6L I4 16V GDI DOHC Turbo Hybrid,6-Speed Automatic,Aurora Black,Gray,False,False,40599.0,3.0,5194.333333333333,1.6
BMW,M240 i,2017.0,37100.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,False,True,26125.0,8.0,4637.5,3.0
Maserati,Quattroporte Base,2006.0,51000.0,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,False,True,18000.0,19.0,2684.2105263157896,4.2
Ford,F-150 XLT,2017.0,94000.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,False,True,26000.0,8.0,11750.0,2.7
Land,Rover Discovery S,2003.0,121886.0,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,6000.0,22.0,5540.272727272727,4.6
Ford,F-250 XLT Crew Cab Super Duty,2008.0,157500.0,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Gray,False,True,15000.0,17.0,9264.70588235294,5.4
Ford,Taurus SHO,2014.0,138415.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,15500.0,11.0,12583.181818181818,3.5
Land,Rover Range Rover Sport HSE,2012.0,110000.0,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,10200.0,13.0,8461.538461538461,5.0
Cadillac,Escalade Sport,2023.0,8532.0,Diesel,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic with Overdrive,Black Raven,Jet Black,False,False,109900.0,2.0,4266.0,3.0
GMC,Sierra 1500 SLT,2021.0,12941.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,51500.0,4.0,3235.25,5.3
BMW,335 i xDrive,2009.0,69764.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,False,True,19500.0,16.0,4360.25,3.0
Porsche,911 Carrera 4S,2003.0,90000.0,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,False,False,24000.0,22.0,4090.909090909091,3.6
Audi,Q5 S line Premium,2022.0,8193.0,Hybrid,2.0 Liter TFSI,Automatic,Florett Silver,Black,False,False,42598.0,3.0,2731.0,2.0
Lexus,RX 350 F Sport Performance,2020.0,43277.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Caviar,Black,False,False,43599.0,5.0,8655.4,3.5
Audi,S4 3.0T Premium Plus,2018.0,26500.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,38000.0,7.0,3785.714285714286,3.0
Chevrolet,Silverado 1500 LT,2019.0,36021.0,Gasoline,2.7L I4 16V GDI DOHC Turbo,Automatic,Cajun Red Tintcoat,Jet Black,False,False,35670.0,6.0,6003.5,2.7
Chevrolet,Colorado Z71,2019.0,25462.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Shadow Gray Metallic,Jet Black,False,False,36139.0,6.0,4243.666666666667,3.6
Audi,A5 2.0T Prestige,2018.0,35850.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,False,True,33000.0,7.0,5121.428571428572,2.0
Mazda,Mazda3 s Sport,2008.0,77700.0,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,False,True,6300.0,17.0,4570.588235294118,2.3
Jaguar,E-PACE 300 Sport,2021.0,23600.0,Hybrid,296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,False,True,42999.0,4.0,5900.0,2.0
Ferrari,GTC4Lusso T,2019.0,8870.0,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed DCT Automatic,Nero Daytona,–,False,True,215000.0,6.0,1478.3333333333333,3.9
Toyota,Celica GT,2001.0,122000.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,False,True,7800.0,24.0,5083.333333333333,1.8
Ford,Excursion Limited 4WD,2003.0,245000.0,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,False,True,17999.0,22.0,11136.363636363636,6.0
Porsche,718 Spyder Base,2022.0,4700.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,False,True,134000.0,3.0,1566.6666666666667,4.0
Subaru,WRX STI Base,2016.0,84100.0,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,Black,False,True,34000.0,9.0,9344.444444444445,2.5
Audi,A6 45 Premium Plus,2021.0,33000.0,Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,False,True,40000.0,4.0,8250.0,2.0
Tesla,Model S P100D,2018.0,10065.0,,Electric,1-Speed Automatic,Red Multi,White,False,False,59999.0,7.0,1437.857142857143,
Mercedes-Benz,AMG GT R,2018.0,3811.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,148500.0,7.0,544.4285714285714,4.0
Acura,RDX PMC Edition,2021.0,44457.0,Gasoline,2.0 Liter Turbo,2,Majestic Black Pearl,Ebony,False,False,40598.0,4.0,11114.25,2.0
Audi,S4 3.0T Premium Plus,2013.0,139355.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,False,True,20900.0,12.0,11612.916666666666,3.0
Lotus,Evora Base,2010.0,9100.0,Gasoline,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,White,False,True,55000.0,15.0,606.6666666666666,3.5
Mercedes-Benz,S-Class S 560 4MATIC,2019.0,10500.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Brown,False,True,77900.0,6.0,1750.0,4.0
Chevrolet,Silverado 1500 RST,2023.0,5006.0,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Dark Ash Metallic,Black,False,False,59590.0,2.0,2503.0,5.3
Hyundai,Genesis Coupe 2.0T R-Spec,2013.0,55000.0,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,False,False,18000.0,12.0,4583.333333333333,2.0
BMW,M3 Competition,2021.0,33500.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,71000.0,4.0,8375.0,3.0
BMW,435 i,2014.0,126500.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,15000.0,11.0,11500.0,3.0
Land,Rover Range Rover Evoque HSE Dynamic,2016.0,79000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Red,False,True,24000.0,9.0,8777.777777777777,2.0
Porsche,911 Targa 4 GTS,2018.0,19000.0,Gasoline,450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,False,True,145000.0,7.0,2714.285714285714,3.0
RAM,3500 Tradesman,2021.0,57000.0,Diesel,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,Gray,False,True,52000.0,4.0,14250.0,6.7
BMW,X5 xDrive40i,2020.0,4880.0,Gasoline,3.0 Liter Turbo,Automatic,White,Black,False,False,57998.0,5.0,976.0,3.0
Acura,NSX Base,2018.0,6523.0,Hybrid,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,9-Speed Automatic with Auto-Shift,White,Ebony,False,False,143900.0,7.0,931.8571428571429,3.5
Mercedes-Benz,SL-Class SL500 Roadster,2005.0,127000.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,False,True,14000.0,20.0,6350.0,5.0
Lexus,SC 430 Base,2002.0,89500.0,Gasoline,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,False,True,15999.0,23.0,3891.304347826087,4.3
Chevrolet,Silverado 1500 Base,2000.0,97000.0,Gasoline,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,27500.0,25.0,3880.0,4.3
Buick,Enclave Avenir,2021.0,31181.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Rich Garnet Metallic,Chestnut,False,True,42442.0,4.0,7795.25,3.6
Lexus,NX 300h Base,2020.0,16425.0,Hybrid,2.5L I4 16V MPFI DOHC Hybrid,Automatic CVT,Gray,Black,False,False,33200.0,5.0,3285.0,2.5
Lexus,RX 350 RX 350 F SPORT Handling,2022.0,11238.0,Gasoline,3.5 Liter DOHC,Automatic,Atomic Silver,Black,False,False,54798.0,3.0,3746.0,3.5
Chevrolet,Avalanche 1500 LS,2005.0,97146.0,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Black,Gray,False,True,7999.0,20.0,4857.3,5.3
Mercedes-Benz,SL-Class SL400,2015.0,36670.0,Gasoline,3.0 Liter,Automatic,White,Tan,False,False,39998.0,10.0,3667.0,3.0
Chevrolet,Suburban Premier,2019.0,44800.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,False,True,52500.0,6.0,7466.666666666667,6.2
Ford,Transit-350 Base,2015.0,150000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,False,True,17100.0,10.0,15000.0,3.5
INFINITI,QX60 Luxe,2020.0,38400.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,False,True,32100.0,5.0,7680.0,3.5
Bentley,Continental GTC Base,2008.0,7960.0,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,White,False,True,81500.0,17.0,468.2352941176471,6.0
Nissan,350Z Enthusiast,2007.0,117000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,False,True,9975.0,18.0,6500.0,3.5
Rivian,R1S Adventure Package,2023.0,159.0,,533.0HP Electric Motor Electric Fuel System,A/T,White,Black,False,True,95500.0,2.0,79.5,
McLaren,570S Base,2017.0,30200.0,Gasoline,562.0HP 3.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,False,True,139000.0,8.0,3775.0,3.8
Nissan,Altima 2.5 SL,2012.0,91545.0,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,False,True,8999.0,13.0,7041.923076923077,2.5
Land,Rover Range Rover 5.0L Supercharged,2015.0,110000.0,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,–,False,True,26499.0,10.0,11000.0,5.0
BMW,X5 xDrive35i,2017.0,105100.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,False,True,23300.0,8.0,13137.5,3.0
INFINITI,QX56 Base,2012.0,110000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,False,True,15600.0,13.0,8461.538461538461,5.6
Ford,F-150 XLT,2019.0,81778.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Black,Medium Earth Gray,False,True,32769.0,6.0,13629.666666666666,3.5
Lexus,RX 450h Base,2010.0,168422.0,Hybrid,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Beige,False,True,10900.0,15.0,11228.133333333333,3.5
Maserati,Ghibli S Q4 GranSport,2018.0,80500.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,34900.0,7.0,11500.0,3.0
Volvo,XC90 T6 Momentum,2018.0,81200.0,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,28825.0,7.0,11600.0,2.0
Lamborghini,Huracan EVO Base,2020.0,6246.0,Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,Nero Noctis,Nero Ade,False,True,267950.0,5.0,1249.2,5.2
Jeep,Wrangler Unlimited Rubicon,2017.0,20172.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,False,True,47500.0,8.0,2521.5,3.6
Hummer,H2 Base,2005.0,145000.0,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Green,Black,False,True,22500.0,20.0,7250.0,6.0
Ford,Flex Limited,2009.0,162000.0,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,False,True,7500.0,16.0,10125.0,3.5
Porsche,718 Cayman GT4,2020.0,13554.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,False,True,124995.0,5.0,2710.8,4.0
Toyota,Camry XLE,2007.0,59700.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Gray,False,True,9500.0,18.0,3316.6666666666665,3.5
Mercedes-Benz,A-Class A 220 4MATIC,2020.0,30930.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Midnight Black,Black,False,False,28900.0,5.0,6186.0,2.0
BMW,335 i,2009.0,51983.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,White,False,True,19999.0,16.0,3248.9375,3.0
Chevrolet,Camaro 2SS,2022.0,22000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,False,True,50000.0,3.0,7333.333333333333,6.2
Volkswagen,ID.4 Pro S,2023.0,16800.0,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,False,True,45000.0,2.0,8400.0,
Chevrolet,Silverado 2500 High Country,2022.0,16000.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,False,True,73995.0,3.0,5333.333333333333,6.6
Nissan,Altima 2.5 SV,2020.0,22295.0,Gasoline,2.5L I4 16V GDI DOHC,Automatic CVT,Scarlet Ember,Gray,False,False,23599.0,5.0,4459.0,2.5
Bentley,Continental GT V8,2020.0,33000.0,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,False,True,188500.0,5.0,6600.0,4.0
Toyota,Sequoia Platinum,2023.0,1025.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Black,False,True,85000.0,2.0,512.5,3.4
Acura,TL Technology,2013.0,89190.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,False,True,15499.0,12.0,7432.5,3.7
Toyota,Highlander Limited,2020.0,53550.0,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Blue,Gray,False,True,39687.0,5.0,10710.0,3.5
Ford,Edge SEL,2021.0,56946.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Ebony,False,True,26299.0,4.0,14236.5,2.0
Jaguar,F-TYPE R,2016.0,11684.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,False,True,54900.0,9.0,1298.2222222222222,5.0
GMC,Yukon XL Denali,2018.0,45617.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,False,True,51000.0,7.0,6516.714285714285,6.2
Chevrolet,Suburban LT,2018.0,75466.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,False,True,34500.0,7.0,10780.857142857143,5.3
Maserati,Levante GTS,2021.0,19513.0,Gasoline,3.8L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black,Red / Black,False,True,84645.0,4.0,4878.25,3.8
Subaru,Outback Limited,2021.0,15636.0,Gasoline,2.5L H4 16V GDI DOHC,Automatic CVT,Crystal Black Silica,Black,False,False,33531.0,4.0,3909.0,2.5
Mercedes-Benz,S-Class S 450,2018.0,69600.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,False,True,40888.0,7.0,9942.857142857143,3.0
Mercedes-Benz,GL-Class GL 450,2011.0,138050.0,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,False,True,16500.0,14.0,9860.714285714286,4.7
Ford,F-250 Lariat,2017.0,132269.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,False,True,35900.0,8.0,16533.625,6.2
Hyundai,Palisade Limited,2020.0,45815.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,False,True,37700.0,5.0,9163.0,3.8
Ford,F-150 XLT,2021.0,25352.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,False,True,48459.0,4.0,6338.0,3.5
Mercedes-Benz,R-Class R 350 4MATIC,2008.0,120000.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,False,True,8995.0,17.0,7058.823529411765,3.5
Chevrolet,Camaro 2SS,2018.0,75151.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,False,True,45000.0,7.0,10735.857142857143,6.2
Jeep,Wrangler Sport,2016.0,74139.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,False,True,23000.0,9.0,8237.666666666666,3.6
Chevrolet,1500 Cheyenne,1994.0,170443.0,–,–,A/T,Red,–,False,True,6000.0,31.0,5498.1612903225805,
Jaguar,XJ6 Vanden Plas,1995.0,70000.0,–,–,A/T,Gold,–,False,True,19000.0,30.0,2333.3333333333335,
BMW,550 i xDrive,2012.0,68500.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,False,True,17800.0,13.0,5269.2307692307695,4.4
Lexus,GX 460 Luxury,2020.0,37366.0,Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,White,–,False,False,51890.0,5.0,7473.2,4.6
Tesla,Model S Long Range,2021.0,35315.0,,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,False,True,66900.0,4.0,8828.75,
Volkswagen,Jetta 1.4T SE,2017.0,61000.0,Gasoline,150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,False,True,15995.0,8.0,7625.0,1.4
